107725,73,123,63,704.1184,0.2424968,0.0006678018,0.0008039927,0.0005997064,2
107725,73,124,62,778.5946,0.2243414,0.0008603861,0.001008573,0.0007862926,2
107725,73,124,63,915.3938,0.1594837,0.00100234,0.001175639,0.0009156914,2
107725,73,126,58,836.8552,0.6728472,0.0005180945,0.0009990804,0.0002776016,2
107725,73,126,59,798.6772,0.4909279,0.0005111509,0.0008190253,0.0003572136,2
107725,73,128,57,1139.468,0.3535016,0.0001413939,0.0001893853,0.0001173982,2
107725,74,84,61,667.1425,0.1981914,0.0006426067,0.0007848792,0.0005714705,1
107725,74,84,62,736.3491,0.309241,0.0006357521,0.0008644457,0.0005214053,1
107725,74,85,60,699.0467,0.2633255,0.0005733548,0.0007219784,0.0004990431,1
107725,74,85,61,697.2984,0.2313872,0.0005886903,0.0007290512,0.0005185098,1
107725,74,85,62,626.6742,0.3005838,0.0005328628,0.0007132774,0.0004426555,1
107725,74,85,63,721.9037,0.255652,0.0006398449,0.0008181903,0.0005506722,1
107725,74,86,59,666.6223,0.3082438,0.0005793399,0.000772236,0.0004828918,1
107725,74,86,60,700.3876,0.2863472,0.0005849403,0.0007491427,0.000502839,1
107725,74,86,61,766.124,0.2954169,0.000596619,0.0007888314,0.0005005128,1
107725,74,86,62,697.4677,0.3113442,0.0005246234,0.0007150455,0.0004294124,1
107725,74,86,63,698.2182,0.3137904,0.0005722107,0.0007824955,0.0004670683,1
107725,74,86,64,781.3793,0.3152798,0.0006709461,0.000918032,0.0005474031,1
107725,74,87,59,688.7955,0.3517013,0.0005889641,0.0007974565,0.000484718,1
107725,74,87,60,690.4836,0.3163157,0.0006007742,0.0007913535,0.0005054846,1
107725,74,87,61,719.1628,0.2835923,0.000589598,0.0007601009,0.0005043465,1
107725,74,87,62,752.0062,0.2708481,0.0005604155,0.0007306451,0.0004753007,1
107725,74,87,63,726.585,0.29267,0.0005857182,0.0007792624,0.0004889461,1
107725,74,87,64,741.0021,0.3178566,0.0006676805,0.0009073984,0.0005478215,1
107725,74,88,59,749.022,0.3264623,0.0005827259,0.000791037,0.0004785703,1
107725,74,88,60,664.7189,0.3511554,0.0005921798,0.0008138521,0.0004813436,1
107725,74,88,61,662.4791,0.3305712,0.0005577869,0.0007482239,0.0004625684,1
107725,74,88,62,686.4462,0.3049286,0.0005537011,0.0007279469,0.0004665781,1
107725,74,88,63,689.498,0.2578481,0.0005940998,0.0007575942,0.0005123524,1
107725,74,88,64,695.6791,0.3425543,0.0006653753,0.0009349972,0.0005305643,1
